Group	Ontology	Term	Annotation	Annotated	Significant	Expected	P_val
Core	GO:biological_process	GO:0042542	response to hydrogen peroxide	798	798	769.36	2E-13
Core	GO:biological_process	GO:0071214	cellular response to abiotic stimulus	798	798	769.36	2E-13
Core	GO:biological_process	GO:0104004	cellular response to environmental stimu...	798	798	769.36	2E-13
Core	GO:biological_process	GO:0001505	regulation of neurotransmitter levels	796	796	767.44	2.1E-13
Core	GO:biological_process	GO:0006113	fermentation	796	796	767.44	2.1E-13
Core	GO:biological_process	GO:0042133	neurotransmitter metabolic process	796	796	767.44	2.1E-13
Core	GO:biological_process	GO:0070838	divalent metal ion transport	794	794	765.51	2.3E-13
Core	GO:biological_process	GO:0072511	divalent inorganic cation transport	794	794	765.51	2.3E-13
Core	GO:biological_process	GO:0019395	fatty acid oxidation	793	793	764.54	2.4E-13
Core	GO:biological_process	GO:0034440	lipid oxidation	793	793	764.54	2.4E-13
Core	GO:biological_process	GO:0042493	response to drug	6133	6008	5912.92	3.7E-13
Core	GO:biological_process	GO:0051129	negative regulation of cellular componen...	870	869	838.78	4.7E-13
Core	GO:biological_process	GO:0009112	nucleobase metabolic process	1023	1020	986.29	5.1E-13
Core	GO:biological_process	GO:0010033	response to organic substance	1764	1748	1700.7	5.6E-13
Core	GO:biological_process	GO:0000096	sulfur amino acid metabolic process	1687	1672	1626.46	1.2E-12
Core	GO:biological_process	GO:0006353	DNA-templated transcription, termination	730	730	703.8	2.4E-12
Core	GO:biological_process	GO:0009228	thiamine biosynthetic process	730	730	703.8	2.4E-12
Core	GO:biological_process	GO:0042724	thiamine-containing compound biosyntheti...	730	730	703.8	2.4E-12
Core	GO:biological_process	GO:0018130	heterocycle biosynthetic process	27745	26937	26749.39	2.4E-12
Core	GO:biological_process	GO:0009245	lipid A biosynthetic process	729	729	702.84	2.5E-12
Core	GO:biological_process	GO:0046493	lipid A metabolic process	729	729	702.84	2.5E-12
Core	GO:biological_process	GO:0006027	glycosaminoglycan catabolic process	728	728	701.88	2.6E-12
Core	GO:biological_process	GO:0009253	peptidoglycan catabolic process	728	728	701.88	2.6E-12
Core	GO:biological_process	GO:0009246	enterobacterial common antigen biosynthe...	727	727	700.91	2.7E-12
Core	GO:biological_process	GO:0018205	peptidyl-lysine modification	727	727	700.91	2.7E-12
Core	GO:biological_process	GO:0043163	cell envelope organization	727	727	700.91	2.7E-12
Core	GO:biological_process	GO:0043165	Gram-negative-bacterium-type cell outer ...	727	727	700.91	2.7E-12
Core	GO:biological_process	GO:0044091	membrane biogenesis	727	727	700.91	2.7E-12
Core	GO:biological_process	GO:0046378	enterobacterial common antigen metabolic...	727	727	700.91	2.7E-12
Core	GO:biological_process	GO:0051189	prosthetic group metabolic process	727	727	700.91	2.7E-12
Core	GO:biological_process	GO:0071709	membrane assembly	727	727	700.91	2.7E-12
Core	GO:biological_process	GO:0006308	DNA catabolic process	726	726	699.95	2.8E-12
Core	GO:biological_process	GO:0051156	glucose 6-phosphate metabolic process	726	726	699.95	2.8E-12
Core	GO:biological_process	GO:0006739	NADP metabolic process	725	725	698.98	2.9E-12
Core	GO:biological_process	GO:0006886	intracellular protein transport	725	725	698.98	2.9E-12
Core	GO:biological_process	GO:0046907	intracellular transport	725	725	698.98	2.9E-12
Core	GO:biological_process	GO:0009068	aspartate family amino acid catabolic pr...	724	724	698.02	3E-12
Core	GO:biological_process	GO:0019752	carboxylic acid metabolic process	23134	22477	22303.85	3.1E-12
Core	GO:biological_process	GO:0006635	fatty acid beta-oxidation	721	721	695.13	3.4E-12
Core	GO:biological_process	GO:1901135	carbohydrate derivative metabolic proces...	17715	17233	17079.31	3.4E-12
Core	GO:biological_process	GO:0098655	cation transmembrane transport	7493	7325	7224.12	4.1E-12
Core	GO:biological_process	GO:0006213	pyrimidine nucleoside metabolic process	804	803	775.15	5E-12
Core	GO:biological_process	GO:0009220	pyrimidine ribonucleotide biosynthetic p...	804	803	775.15	5E-12
Core	GO:biological_process	GO:0006206	pyrimidine nucleobase metabolic process	803	802	774.18	5.1E-12
Core	GO:biological_process	GO:0072329	monocarboxylic acid catabolic process	2833	2791	2731.34	6E-12
Core	GO:biological_process	GO:0019320	hexose catabolic process	798	797	769.36	6.1E-12
Core	GO:biological_process	GO:1901068	guanosine-containing compound metabolic ...	876	874	844.57	6.5E-12
Core	GO:biological_process	GO:0061077	chaperone-mediated protein folding	1244	1236	1199.36	9.7E-12
Core	GO:biological_process	GO:0000097	sulfur amino acid biosynthetic process	1170	1163	1128.02	1.6E-11
Core	GO:biological_process	GO:0009070	serine family amino acid biosynthetic pr...	1168	1161	1126.09	1.7E-11
Core	GO:biological_process	GO:0031554	regulation of DNA-templated transcriptio...	657	657	633.42	3.5E-11
Core	GO:biological_process	GO:0043244	regulation of protein complex disassembl...	657	657	633.42	3.5E-11
Core	GO:biological_process	GO:0006094	gluconeogenesis	656	656	632.46	3.7E-11
Core	GO:biological_process	GO:0006541	glutamine metabolic process	656	656	632.46	3.7E-11
Core	GO:biological_process	GO:0015920	lipopolysaccharide transport	656	656	632.46	3.7E-11
Core	GO:biological_process	GO:0019319	hexose biosynthetic process	656	656	632.46	3.7E-11
Core	GO:biological_process	GO:0006270	DNA replication initiation	655	655	631.5	3.8E-11
Core	GO:biological_process	GO:0051205	protein insertion into membrane	655	655	631.5	3.8E-11
Core	GO:biological_process	GO:0090503	RNA phosphodiester bond hydrolysis, exon...	655	655	631.5	3.8E-11
Core	GO:biological_process	GO:0006566	threonine metabolic process	654	654	630.53	3.9E-11
Core	GO:biological_process	GO:0043545	molybdopterin cofactor metabolic process	654	654	630.53	3.9E-11
Core	GO:biological_process	GO:0006275	regulation of DNA replication	653	653	629.57	4.1E-11
Core	GO:biological_process	GO:0006536	glutamate metabolic process	653	653	629.57	4.1E-11
Core	GO:biological_process	GO:0045017	glycerolipid biosynthetic process	653	653	629.57	4.1E-11
Core	GO:biological_process	GO:0046474	glycerophospholipid biosynthetic process	653	653	629.57	4.1E-11
Core	GO:biological_process	GO:0046653	tetrahydrofolate metabolic process	653	653	629.57	4.1E-11
Core	GO:biological_process	GO:0042559	pteridine-containing compound biosynthet...	652	652	628.6	4.2E-11
Core	GO:biological_process	GO:0015740	C4-dicarboxylate transport	651	651	627.64	4.4E-11
Core	GO:biological_process	GO:0034614	cellular response to reactive oxygen spe...	651	651	627.64	4.4E-11
Core	GO:biological_process	GO:0009064	glutamine family amino acid metabolic pr...	2578	2540	2485.49	4.4E-11
Core	GO:biological_process	GO:0006875	cellular metal ion homeostasis	1019	1014	982.43	4.5E-11
Core	GO:biological_process	GO:0051276	chromosome organization	1834	1813	1768.19	5.2E-11
Core	GO:biological_process	GO:0009263	deoxyribonucleotide biosynthetic process	729	728	702.84	7.1E-11
Core	GO:biological_process	GO:0044089	positive regulation of cellular componen...	728	727	701.88	7.3E-11
Core	GO:biological_process	GO:0019220	regulation of phosphate metabolic proces...	727	726	700.91	7.6E-11
Core	GO:biological_process	GO:0051174	regulation of phosphorus metabolic proce...	727	726	700.91	7.6E-11
Core	GO:biological_process	GO:0071236	cellular response to antibiotic	727	726	700.91	7.6E-11
Core	GO:biological_process	GO:0006595	polyamine metabolic process	725	724	698.98	8.2E-11
Core	GO:biological_process	GO:0051130	positive regulation of cellular componen...	799	797	770.33	9.2E-11
Core	GO:biological_process	GO:1902047	polyamine transmembrane transport	798	796	769.36	9.5E-11
Core	GO:biological_process	GO:0050789	regulation of biological process	21763	21138	20982.05	1.2E-10
Core	GO:biological_process	GO:0010212	response to ionizing radiation	1611	1594	1553.19	1.4E-10
Core	GO:biological_process	GO:1901701	cellular response to oxygen-containing c...	1091	1084	1051.85	1.9E-10
Core	GO:biological_process	GO:0033013	tetrapyrrole metabolic process	1025	1019	988.22	2.4E-10
Core	GO:biological_process	GO:0033014	tetrapyrrole biosynthetic process	1025	1019	988.22	2.4E-10
Core	GO:biological_process	GO:0000105	histidine biosynthetic process	584	584	563.04	5.1E-10
Core	GO:biological_process	GO:0006547	histidine metabolic process	584	584	563.04	5.1E-10
Core	GO:biological_process	GO:0009164	nucleoside catabolic process	584	584	563.04	5.1E-10
Core	GO:biological_process	GO:0019634	organic phosphonate metabolic process	584	584	563.04	5.1E-10
Core	GO:biological_process	GO:0031564	transcription antitermination	584	584	563.04	5.1E-10
Core	GO:biological_process	GO:0034656	nucleobase-containing small molecule cat...	584	584	563.04	5.1E-10
Core	GO:biological_process	GO:0046112	nucleobase biosynthetic process	584	584	563.04	5.1E-10
Core	GO:biological_process	GO:0052803	imidazole-containing compound metabolic ...	584	584	563.04	5.1E-10
Core	GO:biological_process	GO:0071103	DNA conformation change	1466	1451	1413.39	5.2E-10
Core	GO:biological_process	GO:0015802	basic amino acid transport	583	583	562.08	5.3E-10
Core	GO:biological_process	GO:0034227	tRNA thio-modification	583	583	562.08	5.3E-10
Core	GO:biological_process	GO:0042451	purine nucleoside biosynthetic process	583	583	562.08	5.3E-10
Core	GO:biological_process	GO:0043090	amino acid import	583	583	562.08	5.3E-10
Core	GO:biological_process	GO:0046129	purine ribonucleoside biosynthetic proce...	583	583	562.08	5.3E-10
Core	GO:biological_process	GO:0089718	amino acid import across plasma membrane	583	583	562.08	5.3E-10
Core	GO:biological_process	GO:1990822	basic amino acid transmembrane transport	583	583	562.08	5.3E-10
Core	GO:biological_process	GO:0002181	cytoplasmic translation	582	582	561.12	5.5E-10
Core	GO:biological_process	GO:0015829	valine transport	582	582	561.12	5.5E-10
Core	GO:biological_process	GO:0015988	energy coupled proton transmembrane tran...	582	582	561.12	5.5E-10
Core	GO:biological_process	GO:0015990	electron transport coupled proton transp...	582	582	561.12	5.5E-10
Core	GO:biological_process	GO:0044257	cellular protein catabolic process	582	582	561.12	5.5E-10
Core	GO:biological_process	GO:0006098	pentose-phosphate shunt	581	581	560.15	5.7E-10
Core	GO:biological_process	GO:0006605	protein targeting	581	581	560.15	5.7E-10
Core	GO:biological_process	GO:0006777	Mo-molybdopterin cofactor biosynthetic p...	581	581	560.15	5.7E-10
Core	GO:biological_process	GO:0019720	Mo-molybdopterin cofactor metabolic proc...	581	581	560.15	5.7E-10
Core	GO:biological_process	GO:0031334	positive regulation of protein complex a...	581	581	560.15	5.7E-10
Core	GO:biological_process	GO:0034214	protein hexamerization	581	581	560.15	5.7E-10
Core	GO:biological_process	GO:0042816	vitamin B6 metabolic process	581	581	560.15	5.7E-10
Core	GO:biological_process	GO:0042819	vitamin B6 biosynthetic process	581	581	560.15	5.7E-10
Core	GO:biological_process	GO:0046184	aldehyde biosynthetic process	581	581	560.15	5.7E-10
Core	GO:biological_process	GO:0009396	folic acid-containing compound biosynthe...	580	580	559.19	6E-10
Core	GO:biological_process	GO:0006415	translational termination	579	579	558.22	6.2E-10
Core	GO:biological_process	GO:0006549	isoleucine metabolic process	579	579	558.22	6.2E-10
Core	GO:biological_process	GO:0009097	isoleucine biosynthetic process	579	579	558.22	6.2E-10
Core	GO:biological_process	GO:0009435	NAD biosynthetic process	579	579	558.22	6.2E-10
Core	GO:biological_process	GO:0019674	NAD metabolic process	579	579	558.22	6.2E-10
Core	GO:biological_process	GO:0043624	cellular protein complex disassembly	579	579	558.22	6.2E-10
Core	GO:biological_process	GO:0009225	nucleotide-sugar metabolic process	578	578	557.26	6.4E-10
Core	GO:biological_process	GO:0015744	succinate transport	578	578	557.26	6.4E-10
Core	GO:biological_process	GO:0042135	neurotransmitter catabolic process	577	577	556.29	6.7E-10
Core	GO:biological_process	GO:0006829	zinc ion transport	576	576	555.33	6.9E-10
Core	GO:biological_process	GO:0055065	metal ion homeostasis	1095	1087	1055.71	8.6E-10
Core	GO:biological_process	GO:0009894	regulation of catabolic process	658	657	634.39	8.7E-10
Core	GO:biological_process	GO:0046131	pyrimidine ribonucleoside metabolic proc...	658	657	634.39	8.7E-10
Core	GO:biological_process	GO:0006826	iron ion transport	801	798	772.26	8.8E-10
Core	GO:biological_process	GO:0015697	quaternary ammonium group transport	732	730	705.73	9.1E-10
Core	GO:biological_process	GO:0015838	amino-acid betaine transport	732	730	705.73	9.1E-10
Core	GO:biological_process	GO:0031460	glycine betaine transport	732	730	705.73	9.1E-10
Core	GO:biological_process	GO:0072330	monocarboxylic acid biosynthetic process	4081	4000	3934.56	9.1E-10
Core	GO:biological_process	GO:0051302	regulation of cell division	655	654	631.5	9.7E-10
Core	GO:biological_process	GO:0015850	organic hydroxy compound transport	654	653	630.53	1E-09
Core	GO:biological_process	GO:0098661	inorganic anion transmembrane transport	724	722	698.02	1.2E-09
Core	GO:biological_process	GO:0006778	porphyrin-containing compound metabolic ...	952	946	917.84	2.3E-09
Core	GO:biological_process	GO:0006779	porphyrin-containing compound biosynthet...	952	946	917.84	2.3E-09
Core	GO:biological_process	GO:0042440	pigment metabolic process	952	946	917.84	2.3E-09
Core	GO:biological_process	GO:0046148	pigment biosynthetic process	952	946	917.84	2.3E-09
Core	GO:biological_process	GO:1901678	iron coordination entity transport	950	944	915.91	2.5E-09
Core	GO:biological_process	GO:0022607	cellular component assembly	12700	12357	12244.27	2.7E-09
Core	GO:biological_process	GO:0046677	response to antibiotic	3237	3177	3120.84	3E-09
Core	GO:biological_process	GO:0051262	protein tetramerization	2133	2101	2056.46	3.5E-09
Core	GO:biological_process	GO:0051289	protein homotetramerization	2133	2101	2056.46	3.5E-09
Core	GO:biological_process	GO:0050790	regulation of catalytic activity	3188	3129	3073.6	3.7E-09
Core	GO:biological_process	GO:0010039	response to iron ion	875	870	843.6	4.3E-09
Core	GO:biological_process	GO:0040011	locomotion	2876	2825	2772.8	4.3E-09
Core	GO:biological_process	GO:0046916	cellular transition metal ion homeostasi...	873	868	841.67	4.6E-09
Core	GO:biological_process	GO:0032879	regulation of localization	870	865	838.78	5E-09
Core	GO:biological_process	GO:0051247	positive regulation of protein metabolic...	805	801	776.11	6E-09
Core	GO:biological_process	GO:0000455	enzyme-directed rRNA pseudouridine synth...	511	511	492.66	7.5E-09
Core	GO:biological_process	GO:0006446	regulation of translational initiation	511	511	492.66	7.5E-09
Core	GO:biological_process	GO:0015985	energy coupled proton transport, down el...	511	511	492.66	7.5E-09
Core	GO:biological_process	GO:0015986	ATP synthesis coupled proton transport	511	511	492.66	7.5E-09
Core	GO:biological_process	GO:0019646	aerobic electron transport chain	511	511	492.66	7.5E-09
Core	GO:biological_process	GO:0019700	organic phosphonate catabolic process	511	511	492.66	7.5E-09
Core	GO:biological_process	GO:0031118	rRNA pseudouridine synthesis	511	511	492.66	7.5E-09
Core	GO:biological_process	GO:0042454	ribonucleoside catabolic process	511	511	492.66	7.5E-09
Core	GO:biological_process	GO:0000413	protein peptidyl-prolyl isomerization	510	510	491.7	7.8E-09
Core	GO:biological_process	GO:0006730	one-carbon metabolic process	510	510	491.7	7.8E-09
Core	GO:biological_process	GO:0017004	cytochrome complex assembly	510	510	491.7	7.8E-09
Core	GO:biological_process	GO:0018208	peptidyl-proline modification	510	510	491.7	7.8E-09
Core	GO:biological_process	GO:0090329	regulation of DNA-dependent DNA replicat...	510	510	491.7	7.8E-09
Core	GO:biological_process	GO:0009099	valine biosynthetic process	509	509	490.73	8.1E-09
Core	GO:biological_process	GO:0015801	aromatic amino acid transport	509	509	490.73	8.1E-09
Core	GO:biological_process	GO:0043687	post-translational protein modification	509	509	490.73	8.1E-09
Core	GO:biological_process	GO:0051603	proteolysis involved in cellular protein...	509	509	490.73	8.1E-09
Core	GO:biological_process	GO:1903785	L-valine transmembrane transport	509	509	490.73	8.1E-09
Core	GO:biological_process	GO:0006276	plasmid maintenance	508	508	489.77	8.4E-09
Core	GO:biological_process	GO:0008616	queuosine biosynthetic process	508	508	489.77	8.4E-09
Core	GO:biological_process	GO:0046116	queuosine metabolic process	508	508	489.77	8.4E-09
Core	GO:biological_process	GO:0071470	cellular response to osmotic stress	508	508	489.77	8.4E-09
Core	GO:biological_process	GO:2000144	positive regulation of DNA-templated tra...	508	508	489.77	8.4E-09
Core	GO:biological_process	GO:0006479	protein methylation	507	507	488.81	8.7E-09
